,timestep,samples,flow,density,velocity
2021,4500,300,722.3976,76.74898,16.074396
2022,4800,300,710.4024000000001,74.08765000000001,16.291206000000003
2023,5100,300,844.7976,72.91592,18.194328000000002
2024,5400,300,827.9999999999999,74.83511,16.966962000000002
2025,5700,300,724.8023999999999,75.07185,16.253622
2026,6000,300,732.0024,78.6296,15.934428000000002
2027,6300,300,832.8024,74.25256999999999,16.511256000000003
2028,6600,300,825.6024,70.52591,16.875
2029,6900,300,763.2,76.01747999999999,16.437762
2030,7200,300,734.4000000000001,73.15399000000001,16.358814
2031,7500,300,753.6024,77.55496,15.856074000000001
2032,7800,300,849.5999999999999,71.0619,17.816976
2033,8100,300,736.7976000000001,79.79069,15.496434
2034,8400,300,779.9975999999999,73.2165,17.014158000000002
2035,8700,300,722.3976,79.89576000000001,15.303005999999998
2036,9000,300,806.4000000000001,71.96896000000001,16.296444
2037,9300,300,825.6024,75.5307,18.507582000000003
2038,9600,300,782.4024,74.25922,18.055224000000003
2039,9900,300,748.8000000000001,77.38871,15.663456000000002
2040,1200,200,2170.7999999999997,26.66783,81.196992
2041,1500,300,950.4000000000001,62.39429,22.104522
2042,1800,300,264.00239999999997,109.46166,16.543656000000002
2043,2100,300,172.8,116.37234,12.749994000000001
2044,2400,300,1620.0,39.647299999999994,49.63998599999999
2045,2700,300,931.1976000000001,68.33274,18.357192
2046,3000,300,720.0,71.02731999999999,17.567982
2047,3300,300,424.79999999999995,98.68599999999999,12.477942
2048,3600,300,943.2,66.27523,22.699224000000005
2049,3900,300,866.3976,69.44063,19.371204
2050,4200,300,808.7975999999999,74.95613999999999,18.55548
2051,4500,300,698.4,76.87267,15.197922000000002
2052,4800,300,624.0024000000001,85.76771000000001,13.313052000000003
2053,5100,300,832.8024,76.42845,15.826535999999999
2054,5400,300,813.5999999999999,65.77781,19.194678
2055,5700,300,765.5976,77.78638000000001,16.97868
2056,6000,300,686.3976,87.04983,14.123052000000001
2057,6300,300,734.4000000000001,75.53602,15.388218000000002
2058,6600,300,806.4000000000001,75.7701,16.971444
2059,6900,300,772.7975999999999,76.27550000000001,17.038512
2060,7200,300,720.0,77.24507,16.001982
2061,7500,300,698.4,79.86384,15.235074
2062,7800,300,818.4024000000001,72.89596999999999,16.675092
2063,8100,300,765.5976,70.76265000000001,19.010052
2064,8400,300,715.1976000000001,77.03891999999999,14.931539999999998
2065,8700,300,720.0,74.38424,15.029982
2066,9000,300,792.0000000000001,79.61246999999999,15.970932000000001
2067,9300,300,794.3975999999999,73.26438,17.651952
2068,9600,300,696.0024,72.61135,16.348986
2069,9900,300,756.0000000000001,74.54782999999999,15.874272000000003
2070,1200,200,2077.2,21.339850000000002,97.097076
2071,1500,300,923.9976,71.38775,19.608318
2072,1800,300,288.0,111.27046,12.464982000000003
2073,2100,300,124.7976,127.36346,5.815368
2074,2400,300,1535.9976,41.339059999999996,47.182500000000005
2075,2700,300,900.0,69.27704,18.8784
2076,3000,300,751.1976000000001,77.68131,15.061356000000002
2077,3300,300,432.0,99.82580999999999,11.280006
2078,3600,300,743.9976,78.00051,18.011592
2079,3900,300,959.9975999999998,67.36317,21.3975
2080,4200,300,756.0000000000001,79.56326,15.977142000000002
2081,4500,300,696.0024,80.59401,14.263452
2082,4800,300,626.4,85.77302999999999,12.993102
2083,5100,300,732.0024,76.60401,16.022934000000003
2084,5400,300,868.8023999999999,73.37210999999999,18.18396
2085,5700,300,720.0,77.71056999999999,15.534017999999998
2086,6000,300,696.0024,75.68099000000001,15.864822000000002
2087,6300,300,599.9976,89.53693,13.780800000000001
2088,6600,300,830.3975999999999,65.58762,18.50985
2089,6900,300,768.0024,71.47686,15.676901999999998
2090,7200,300,700.7976,78.31838,14.646582000000002
2091,7500,300,703.2024,81.21246000000001,15.186365999999998
2092,7800,300,655.1999999999999,82.56506999999999,14.142870000000002
2093,8100,300,794.3975999999999,77.49378,15.987942
2094,8400,300,775.2024,77.48447,16.18326
2095,8700,300,676.8,76.41382,14.591501999999998
2096,9000,300,671.9976,84.14777,13.403556
2097,9300,300,727.2,80.88395,16.12872
2098,9600,300,758.3976000000001,74.48,16.251246000000002
2099,9900,300,772.7975999999999,74.68216,16.032276
2100,1200,200,2131.2,23.60218,92.68479
2101,1500,300,1015.1999999999999,61.75988,22.110624
2102,1800,300,300.00239999999997,108.57189,15.033600000000002
2103,2100,300,110.3976,128.2652,5.869584
2104,2400,300,1375.2,53.65619,41.239799999999995
2105,2700,300,1058.3999999999999,60.84218,22.628591999999998
2106,3000,300,655.1999999999999,81.48511,14.202216000000002
2107,3300,300,429.60240000000005,91.86177,12.519575999999999
2108,3600,300,590.4,85.46048,19.317096000000003
2109,3900,300,1024.7975999999999,61.95938,21.397662
2110,4200,300,743.9976,83.10904,15.433524
2111,4500,300,693.5976,81.9147,14.0886
2112,4800,300,614.3976,81.19516999999999,13.942962000000001
2113,5100,300,705.6,80.1192,16.585722
2114,5400,300,794.3975999999999,70.24262,17.113571999999998
2115,5700,300,684.0,77.60018,14.513688
2116,6000,300,693.5976,72.58475,15.807635999999999
2117,6300,300,650.3976,82.02509,14.486363999999998
2118,6600,300,732.0024,73.46255000000001,17.209206000000002
2119,6900,300,722.3976,80.50756,15.392699999999998
2120,7200,300,691.2,77.49245,14.699988000000001
2121,7500,300,662.4,84.34461,14.576112
2122,7800,300,722.3976,74.38291000000001,16.128234
2123,8100,300,751.1976000000001,81.72451,15.458148000000001
2124,8400,300,626.4,80.9704,13.468950000000001
2125,8700,300,696.0024,84.46431,14.840712
2126,9000,300,720.0,81.36275,14.526000000000002
2127,9300,300,710.4024000000001,76.66519,15.23313
2128,9600,300,688.8024,81.80564,14.28084
2129,9900,300,700.7976,72.85474,16.2
2130,1200,200,1810.8,37.431520000000006,50.972544000000006
2131,1500,300,976.8024,67.03732000000001,19.941498000000003
2132,1800,300,288.0,110.86215,12.690000000000001
2133,2100,300,100.80000000000001,127.05357,6.5571660000000005
2134,2400,300,1257.6024,51.502919999999996,30.699593999999998
2135,2700,300,998.4024000000001,61.544419999999995,23.44329
2136,3000,300,717.6024,78.50325000000001,15.513713999999998
2137,3300,300,424.79999999999995,99.69680000000001,11.532186
2138,3600,300,544.8024,87.93827,16.485444
2139,3900,300,921.6,66.97082,19.92654
2140,4200,300,806.4000000000001,66.41488,16.987482
2141,4500,300,652.8024,82.98535,14.234562
2142,4800,300,626.4,80.91853,13.882752
2143,5100,300,511.19999999999993,92.84065,11.687328
2144,5400,300,837.5975999999999,67.39775,19.031544000000004
2145,5700,300,729.5976,73.55431999999999,15.95133
2146,6000,300,688.8024,82.25119000000001,14.826456
2147,6300,300,626.4,86.60162000000001,12.889638
2148,6600,300,599.9976,85.56023,12.9816
2149,6900,300,722.3976,74.43611,15.643854
2150,7200,300,705.6,80.36524999999999,15.832638000000003
2151,7500,300,707.9976,80.50756,15.229835999999999
2152,7800,300,652.8024,80.64189,14.274252
2153,8100,300,568.8,85.64269,13.306302
2154,8400,300,782.4024,71.82000000000001,16.15032
2155,8700,300,655.1999999999999,76.83942,14.993424
2156,9000,300,652.8024,89.44649,13.758066
2157,9300,300,684.0,80.03275000000001,15.309486
2158,9600,300,609.6024,88.04200999999999,12.989754000000001
2159,9900,300,743.9976,75.57325999999999,15.433524
2160,1200,200,2311.2000000000003,20.137529999999998,114.48507599999999
2161,1500,300,900.0,65.04365,20.937582
2162,1800,300,167.9976,120.24796,11.725722
2163,2100,300,84.00240000000001,129.50077000000002,5.708556
2164,2400,300,1372.8024,47.24958,70.879698
2165,2700,300,921.6,62.6563,20.26404
2166,3000,300,696.0024,76.20368,16.16274
2167,3300,300,283.1976,109.28344,10.70847
2168,3600,300,530.4024000000001,89.17517000000001,15.271469999999999
2169,3900,300,969.6024000000001,61.0869,23.511384
2170,4200,300,827.9999999999999,77.44989,16.982622
2171,4500,300,638.4024,78.91820999999999,15.611292
2172,4800,300,511.19999999999993,91.99078,11.332386000000001
2173,5100,300,482.40000000000003,90.09819,14.238828000000002
2174,5400,300,878.4,68.15984,19.81476
2175,5700,300,736.7976000000001,75.30327,15.513984000000002
2176,6000,300,638.4024,86.55640000000001,13.520304000000003
2177,6300,300,552.0024,91.11564,11.997396
2178,6600,300,563.9976,87.84384,12.54636
2179,6900,300,782.4024,67.42833999999999,19.115352
2180,7200,300,717.6024,76.02014,15.604002
2181,7500,300,614.3976,82.69009,14.322636000000001
2182,7800,300,597.5999999999999,73.58358,14.009652
2183,8100,300,652.8024,82.41478,14.274252
2184,8400,300,703.2024,84.7875,14.891472
2185,8700,300,635.9975999999999,88.02073,13.306410000000001
2186,9000,300,631.2024,86.55905999999999,13.120164
2187,9300,300,621.5976,83.38036000000001,12.822408
2188,9600,300,715.1976000000001,67.15303,17.033544
2189,9900,300,652.8024,83.68493000000001,14.155128
2190,1200,200,1983.5999999999997,25.65171,88.624692
2191,1500,300,995.9975999999999,59.08126,22.575888
2192,1800,300,264.00239999999997,113.21891,11.340000000000002
2193,2100,300,86.4,128.744,5.999994
2194,2400,300,1022.3999999999999,63.644490000000005,32.602824000000005
2195,2700,300,974.3975999999999,62.38764,20.93499
2196,3000,300,758.3976000000001,72.55682,16.951895999999998
2197,3300,300,386.4024,98.68999,11.202462
2198,3600,300,235.2024,117.75953,6.997968
2199,3900,300,1029.6,65.56102,20.165058
2200,4200,300,734.4000000000001,83.43888,15.705900000000002
2201,4500,300,707.9976,82.71669,14.406120000000001
2202,4800,300,585.5976,87.45415,12.636864000000001
2203,5100,300,324.0,108.82592,8.240022000000002
2204,5400,300,864.0,69.31428,18.630000000000003
2205,5700,300,679.1976,83.22076000000001,12.765384
2206,6000,300,681.6024,81.31221,15.743646000000002
2207,6300,300,599.9976,84.2422,12.614399999999998
2208,6600,300,547.1999999999999,94.5231,11.273688
2209,6900,300,626.4,87.22006999999999,14.131044
2210,7200,300,684.0,84.69174,13.736844
2211,7500,300,739.2024,82.31103999999999,15.305868000000002
2212,7800,300,590.4,97.04744,11.765843999999998
2213,8100,300,527.9976,88.30003,12.100914000000001
2214,8400,300,595.2024,87.63104,12.324204
2215,8700,300,691.2,79.20682,14.718726000000002
2216,9000,300,722.3976,76.29279,15.320934000000001
2217,9300,300,607.1976000000001,85.89938,12.678282000000001
2218,9600,300,556.7976,91.15820000000001,11.428452
2219,9900,300,563.9976,89.67924,11.719134
2220,1200,200,1980.0000000000002,35.2982,55.953827999999994
2221,1500,300,1017.5975999999999,54.22543,34.526898
2222,1800,300,275.9976,109.05202,13.805208
2223,2100,300,74.3976,129.46752,5.574204
2224,2400,300,1020.0024000000001,62.528620000000004,39.540690000000005
2225,2700,300,981.5975999999998,66.61039,21.6
2226,3000,300,638.4024,85.34743,13.743594000000002
2227,3300,300,379.2024,103.27051,11.859480000000001
2228,3600,300,405.5976,101.45240000000001,13.452048
2229,3900,300,794.3975999999999,76.97375,16.607862
2230,4200,300,753.6024,74.65822,16.887906
2231,4500,300,648.0,83.03589000000001,13.100022000000001
2232,4800,300,607.1976000000001,89.51432,13.147812
2233,5100,300,333.5976,106.23508,8.46909
2234,5400,300,727.2,82.26183,14.667318
2235,5700,300,710.4024000000001,79.95428,14.485122
2236,6000,300,599.9976,86.26114000000001,12.787199999999999
2237,6300,300,669.6,87.58315999999999,14.690321999999998
2238,6600,300,540.0,89.22039000000001,12.119976
2239,6900,300,523.2024,89.40393,13.277088000000001
2240,7200,300,655.1999999999999,78.95411999999999,14.162634000000002
2241,7500,300,693.5976,82.85767,14.200704
2242,7800,300,616.8024,83.75542,13.888692
2243,8100,300,578.3976,85.88209,12.794166
2244,8400,300,513.5976,90.38281,11.456100000000001
2245,8700,300,583.2,92.71961999999999,12.599982
2246,9000,300,662.4,83.01062,14.028282
2247,9300,300,660.0024,76.20899999999999,14.864742000000001
2248,9600,300,573.6024,84.04004,12.833478000000001
2249,9900,300,588.0024000000001,89.17783,12.232674000000001
2250,1200,200,1965.6000000000001,30.425079999999998,68.96372400000001
2251,1500,300,854.4024,66.22203,18.778662
2252,1800,300,261.5976,117.4656,12.533940000000001
2253,2100,300,86.4,129.18689,5.999994
2254,2400,300,950.4000000000001,64.65396,40.472730000000006
2255,2700,300,885.6,70.88634,18.46827
2256,3000,300,741.6,82.52915999999999,14.365026
2257,3300,300,340.7976,109.98036,9.697158
2258,3600,300,230.4,116.83650999999999,6.862481999999999
2259,3900,300,840.0024000000001,73.41467,18.421722000000003
2260,4200,300,768.0024,72.67917999999999,17.465652
2261,4500,300,684.0,77.52171,15.726312000000002
2262,4800,300,566.4024000000001,84.33928999999999,13.522896
2263,5100,300,300.00239999999997,112.3185,8.726400000000002
2264,5400,300,669.6,83.06116,14.864526
2265,5700,300,684.0,82.76457,14.987376000000001
2266,6000,300,664.7976,80.74563,15.088788000000003
2267,6300,300,602.4024000000001,92.6345,12.327498
2268,6600,300,511.19999999999993,91.88969999999999,11.357766
2269,6900,300,458.4024,92.84065,11.535102000000002
2270,7200,300,635.9975999999999,83.56922,13.69359
2271,7500,300,640.8,79.8532,14.25843
2272,7800,300,626.4,86.51916,14.213772
2273,8100,300,580.8024,87.58715,12.7413
2274,8400,300,506.39760000000007,92.05063,11.670156000000002
2275,8700,300,532.8,91.24864000000001,12.381066
2276,9000,300,645.6024,81.89209,13.871358
2277,9300,300,635.9975999999999,85.24635,13.591692000000002
2278,9600,300,614.3976,84.99631000000001,13.457825999999999
2279,9900,300,535.1976000000001,90.65014,12.228678
2280,1200,200,1843.2,30.550099999999997,71.001576
2281,1500,300,940.8024,64.45179999999999,21.737754
2282,1800,300,288.0,112.87843,12.555000000000001
2283,2100,300,67.1976,130.11789000000002,6.171444
2284,2400,300,806.4000000000001,79.18554,20.475018
2285,2700,300,887.9976,71.54203,18.60813
2286,3000,300,705.6,76.62129999999999,14.455098
2287,3300,300,396.00000000000006,101.08,11.88
2288,3600,300,211.1976,120.37962999999999,7.363656
2289,3900,300,770.4000000000001,70.02583,19.934586000000003
2290,4200,300,727.2,78.88363,16.538634000000002
2291,4500,300,684.0,82.84836,14.400018
2292,4800,300,561.6,90.93476,11.907702
2293,5100,300,278.4024,113.56072,7.913808
2294,5400,300,597.5999999999999,86.20395,15.202404
2295,5700,300,669.6,82.37754000000001,13.974174000000001
2296,6000,300,664.7976,80.16442,14.27004
2297,6300,300,597.5999999999999,90.50916000000001,12.318048000000001
2298,6600,300,501.60240000000005,92.50017000000001,11.213424
2299,6900,300,328.8024,112.30387,7.843769999999999
2300,7200,300,643.1976,73.94667,15.595524000000001
2301,7500,300,684.0,85.12532,14.248439999999999
2302,7800,300,619.1999999999999,86.00312,13.269744000000001
2303,8100,300,588.0024000000001,85.5855,12.47508
2304,8400,300,480.0024,98.62349,11.556000000000001
2305,8700,300,439.2,102.26236999999999,11.272122000000001
2306,9000,300,631.2024,83.39632,14.475294000000002
2307,9300,300,635.9975999999999,85.23836999999999,12.307950000000002
2308,9600,300,599.9976,83.94162,12.9384
2309,9900,300,585.5976,88.22422,12.79179
2310,1200,200,1854.0,29.98219,66.079206
2311,1500,300,907.2,65.57166000000001,19.457118
2312,1800,300,239.9976,114.54492,12.744
2313,2100,300,59.9976,130.58472,6.263999999999999
2314,2400,300,671.9976,78.76393,21.098556000000002
2315,2700,300,890.4024,69.68136000000001,17.859312
2316,3000,300,756.0000000000001,80.80681000000001,15.857154000000001
2317,3300,300,372.00239999999997,101.87933,11.496762000000002
2318,3600,300,228.0024,119.31696000000001,6.650531999999999
2319,3900,300,568.8,84.03738,16.291152
2320,4200,300,743.9976,78.7227,16.008408
2321,4500,300,720.0,87.24667,14.111982000000001
2322,4800,300,614.3976,82.63689000000001,13.5
2323,5100,300,268.7976,118.40192,7.280334
2324,5400,300,364.8024,108.52268000000001,8.846064
2325,5700,300,700.7976,79.01796,15.127398
2326,6000,300,686.3976,83.6437,14.897196000000001
2327,6300,300,652.8024,80.88395,13.420566
2328,6600,300,496.79999999999995,99.98807,11.00871
2329,6900,300,336.0024,110.09474,8.1
2330,7200,300,441.59760000000006,101.98573,10.565208
2331,7500,300,763.2,70.63763,16.149078
2332,7800,300,576.0,95.095,11.519982
2333,8100,300,626.4,87.47010999999999,13.013784
2334,8400,300,487.2024,95.98610000000001,10.906379999999999
2335,8700,300,350.4024,105.65652999999999,8.728776000000002
2336,9000,300,628.7976000000001,88.04866000000001,13.396968
2337,9300,300,585.5976,81.53033,12.681144000000002
2338,9600,300,597.5999999999999,85.48442,13.077126
2339,9900,300,578.3976,81.71254,12.973446
2340,1200,200,1774.8,36.109500000000004,52.926588
2341,1500,300,871.1999999999999,70.48601000000001,17.821512
2342,1800,300,216.0,112.57386,14.759981999999999
2343,2100,300,57.6,129.98489,6.75
2344,2400,300,612.0,82.94279,20.22354
2345,2700,300,962.4024000000001,67.04397,21.182526
2346,3000,300,648.0,82.82176000000001,14.31999
2347,3300,300,321.6024,108.61843999999999,11.485097999999999
2348,3600,300,206.4024,120.79991,6.7813740000000005
2349,3900,300,624.0024000000001,84.92316,16.22079
2350,4200,300,741.6,68.86474,16.968906
2351,4500,300,590.4,80.84804,13.78539
2352,4800,300,568.8,84.09324,13.101264
2353,5100,300,249.60239999999996,116.73942,6.90579
2354,5400,300,417.59999999999997,99.79256,11.731014000000002
2355,5700,300,732.0024,80.94779,15.598008000000002
2356,6000,300,561.6,95.1083,11.861532
2357,6300,300,624.0024000000001,86.87427000000001,13.25079
2358,6600,300,460.8,95.01786000000001,11.109366000000001
2359,6900,300,321.6024,108.17555,7.61643
2360,7200,300,530.4024000000001,91.91763,12.388248
2361,7500,300,616.8024,86.10553,12.943206
2362,7800,300,585.5976,92.94971,11.906568000000002
2363,8100,300,607.1976000000001,88.80809,12.272742000000001
2364,8400,300,424.79999999999995,100.0559,10.31184
2365,8700,300,355.1976,107.95743,8.829756000000001
2366,9000,300,552.0024,87.04451,12.255678
2367,9300,300,599.9976,87.74941,12.744
2368,9600,300,631.2024,81.20581,13.900356
2369,9900,300,556.7976,88.39978,12.731904
2370,1200,200,1713.6,36.674749999999996,48.361752
2371,1500,300,912.0024,69.39009,19.084734
2372,1800,300,203.99760000000003,117.07192,13.087062000000001
2373,2100,300,45.5976,131.67,5.4
2374,2400,300,590.4,78.72137000000001,27.351216
2375,2700,300,832.8024,71.47153999999999,19.078956
2376,3000,300,729.5976,77.98854,15.95133
2377,3300,300,273.59999999999997,112.23737,10.231596
2378,3600,300,213.6024,119.75586,7.159535999999999
2379,3900,300,412.7976,97.72972999999999,12.15
2380,4200,300,782.4024,74.43079,16.166898
2381,4500,300,712.8000000000001,82.18867999999999,15.218172
2382,4800,300,506.39760000000007,91.95354,11.235078
2383,5100,300,239.9976,116.57051,7.506
2384,5400,300,328.8024,111.68276,7.96203
2385,5700,300,648.0,87.66296,13.660002
2386,6000,300,662.4,78.9488,14.458715999999999
2387,6300,300,599.9976,83.7767,13.3704
2388,6600,300,441.59760000000006,99.52922,10.858698
2389,6900,300,302.4,115.40011000000001,7.371432000000001
2390,7200,300,412.7976,102.6095,10.046538
2391,7500,300,652.8024,85.56023,13.857372000000002
2392,7800,300,664.7976,77.87016999999999,15.010812
2393,8100,300,537.6024,91.06643000000001,11.475
2394,8400,300,391.1976,101.42048,10.634382
2395,8700,300,321.6024,109.83273000000001,8.341812000000001
2396,9000,300,499.1976,95.51262,11.526948
2397,9300,300,681.6024,80.49825,15.401394000000002
2398,9600,300,544.8024,91.50533,11.204406
2399,9900,300,542.3976000000001,90.03834,11.612376000000001
